8.8594 	INFO 	Loaded monitor calibration from ['2025_08_11 15:22']
8.8668 	WARNING 	User requested fullscreen with size [1280  720], but screen is actually [1920, 1080]. Using actual size
9.1435 	INFO 	Using renderer 'Intel(R) Iris(R) Xe Graphics' for graphics
9.1436 	INFO 	OpenGL version supported by driver is 4..
9.1877 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000011A5F7DBD00>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000011A5F7DBCA0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=True, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000011A5F8AF310>, multiSample=False, name='window1', numSamples=2, pos=[np.float64(0.0), np.float64(0.0)], screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
9.1877 	EXP 	window1: backgroundImage = ''
9.1877 	EXP 	window1: backgroundFit = 'none'
9.5005 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
9.5005 	EXP 	window1: recordFrameIntervals = False
9.6645 	EXP 	window1: recordFrameIntervals = True
9.8482 	EXP 	Screen (0) actual frame rate measured at 60.04Hz
9.8483 	EXP 	window1: recordFrameIntervals = False
10.0950 	INFO 	keyboard.Keyboard is using ptb backend.
10.0952 	INFO 	keyboard.Keyboard is using ptb backend.
10.0952 	INFO 	keyboard.Keyboard is using ptb backend.
10.0953 	INFO 	keyboard.Keyboard is using ptb backend.
10.0953 	EXP 	StroopEffect: status = STARTED
10.1464 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=np.float64(0.05), italic=False, languageStyle='LTR', name='text_2', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
10.1487 	EXP 	Created fixation = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='fixation', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([10., 10.]), units='pix', vertices=ndarray(...), win=Window(...), windingRule=None)
10.1493 	EXP 	Created text_4 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_4', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
10.1538 	EXP 	Created text_3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=np.float64(0.05), italic=False, languageStyle='LTR', name='text_3', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
0.0039 	INFO 	Keyboard events cleared
0.0038 	EXP 	text_2: autoDraw = True
0.3668 	EXP 	Device response: <KeyPress from None: t=0.3560005999997884, value=space, duration=None>
0.3717 	EXP 	Imported conditions.xlsx as conditions, 4 conditions, 4 params
0.3721 	EXP 	New trial (rep=0, index=0): <Trial 0 (0 in rep 0) data={'word': 'BLUE', 'colour': 'blue', 'condition': 'c', 'correct_resp': 'b', 'thisN': 0, 'thisTrialN': 0, 'thisRepN': 0}>
0.3765 	DATA 	Keypress: space
0.3778 	EXP 	text_2: autoDraw = False
0.3778 	EXP 	text_4: foreColor = <psychopy.colors.Color: blue, alpha=1.0>
0.3778 	EXP 	text_4: height = np.float64(0.05)
0.3778 	EXP 	text_4: height = np.float64(0.05)
0.3778 	EXP 	text_4: height = np.float64(0.05)
0.3778 	EXP 	text_4: text = 'BLUE'
0.3778 	EXP 	fixation: autoDraw = True
0.4443 	EXP 	Device response: <KeyPress from None: t=0.3560005999997884, value=space, duration=0.07210900000018228>
1.3774 	INFO 	Keyboard events cleared
1.3771 	EXP 	fixation: autoDraw = False
1.3771 	EXP 	text_4: autoDraw = True
1.8437 	EXP 	Device response: <KeyPress from None: t=1.8344331999999213, value=b, duration=None>
1.8439 	EXP 	New trial (rep=0, index=1): <Trial 1 (1 in rep 0) data={'word': 'RED', 'colour': 'red', 'condition': 'c', 'correct_resp': 'r', 'thisN': 1, 'thisTrialN': 1, 'thisRepN': 0}>
1.8500 	DATA 	Keypress: b
1.8599 	EXP 	fixation: autoDraw = False
1.8599 	EXP 	text_4: autoDraw = False
1.8599 	EXP 	text_4: foreColor = <psychopy.colors.Color: red, alpha=1.0>
1.8599 	EXP 	text_4: height = np.float64(0.05)
1.8599 	EXP 	text_4: height = np.float64(0.05)
1.8599 	EXP 	text_4: height = np.float64(0.05)
1.8599 	EXP 	text_4: text = 'RED'
1.8599 	EXP 	fixation: autoDraw = True
1.9272 	EXP 	Device response: <KeyPress from None: t=1.8344331999999213, value=b, duration=0.08102759999997033>
2.8440 	INFO 	Keyboard events cleared
2.8438 	EXP 	text_4: autoDraw = True
2.8604 	EXP 	fixation: autoDraw = False
